FB,IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nom Produit,,,,,,,,Rotor,,Moteur,,Shaft,,,,,,,,,,,,,,,,,,,,,
,,ID,Marque,Réference,Gamme,Sous-Gamme,Classe,Date de Sortie,KV,Poids,Hauteur,Diametre,Hauteur,Diametre,Diammetre Shaft,Longeur Shaft,Type Shaft,Vis Hélice,Fixation,Entraxe de Fixation,Tension Lipo,Lipo Voltage,Longueur Cable,Type cable,Puissance,Conso Statique,Conso Full,Esc recommandé,Hélice recommandé,Amperage Max,Utilisation,Résistance,Aimant,Configuration,Lien Officiel,IMG
,,Dual-2304-2300,DualSky,ECO 2304C,,,2304,,2300,,04,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2306-2300,DualSky,ECO 2306C,,,2306,,2300,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2306-1500,DualSky,ECO 2306C,,,2306,,1500,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2306-1900,DualSky,ECO 2306C,,,2306,,1900,,06,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2308-1500,DualSky,ECO 2308C,,,2308,,1500,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2308-1800,DualSky,ECO 2308C,,,2308,,1800,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2308-980,DualSky,ECO 2308C,,,2308,,980,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2308-1180,DualSky,ECO 2308C,,,2308,,1180,,08,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2312-840,DualSky,ECO 2312C,,,2312,,840,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2312-760,DualSky,ECO 2312C,,,2312,,760,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2312-1150,DualSky,ECO 2312C,,,2312,,1150,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2312-960,DualSky,ECO 2312C,,,2312,,960,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2312-1500,DualSky,ECO 2312C,,,2312,,1500,,12,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2316-1250,DualSky,ECO 2316C,,,2316,,1250,,16,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2316-1500,DualSky,ECO 2316C,,,2316,,1500,,16,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2316-980,DualSky,ECO 2316C,,,2316,,980,,16,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2316-880,DualSky,ECO 2316C,,,2316,,880,,16,23,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2808-1430,DualSky,ECO 2808C,,,2808,,1430,,08,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2808-1200,DualSky,ECO 2808C,,,2808,,1200,,08,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2808-1000,DualSky,ECO 2808C,,,2808,,1000,,08,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2808-,DualSky,ECO 2808X,,,2808,,,,08,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2808-,DualSky,ECO 2808X,,,2808,,,,08,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814C,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-860,DualSky,ECO 2814C,,,2814,,860,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814C,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814C,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-1120,DualSky,ECO 2814C,,,2814,,1120,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-970,DualSky,ECO 2814C,,,2814,,970,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814C,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-1330,DualSky,ECO 2814C,,,2814,,1330,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814X,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814X,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2814-,DualSky,ECO 2814X,,,2814,,,,14,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-,DualSky,ECO 2820C,,,2820,,,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-,DualSky,ECO 2820C,,,2820,,,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-1120,DualSky,ECO 2820C,,,2820,,1120,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-800,DualSky,ECO 2820C,,,2820,,800,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-940,DualSky,ECO 2820C,,,2820,,940,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2820-,DualSky,ECO 2820C,,,2820,,,,20,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,ECO 2826C,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,ECO 2826C,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,ECO 2826C,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-720,DualSky,ECO 2826C,,,2826,,720,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-1120,DualSky,ECO 2826C,,,2826,,1120,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-850,DualSky,ECO 2826C,,,2826,,850,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3508-,DualSky,ECO 3508X,,,3508,,,,08,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3508-,DualSky,ECO 3508X,,,3508,,,,08,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3508-,DualSky,ECO 3508X,,,3508,,,,08,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3515-,DualSky,ECO 3515X,,,3515,,,,15,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3515-,DualSky,ECO 3515X,,,3515,,,,15,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3515-,DualSky,ECO 3515X,,,3515,,,,15,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-820,DualSky,ECO 3520C,,,3520,,820,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520C,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520C,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-510,DualSky,ECO 3520C,,,3520,,510,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-1020,DualSky,ECO 3520C,,,3520,,1020,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520C,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-680,DualSky,ECO 3520C,,,3520,,680,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520C,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520X,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520X,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3520-,DualSky,ECO 3520X,,,3520,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4120-500,DualSky,ECO 4120C,,,4120,,500,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4120-560,DualSky,ECO 4120C,,,4120,,560,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4120-430,DualSky,ECO 4120C,,,4120,,430,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4120-350,DualSky,ECO 4120C,,,4120,,350,,20,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4130-470,DualSky,ECO 4130C,,,4130,,470,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4130-290,DualSky,ECO 4130C,,,4130,,290,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4130-375,DualSky,ECO 4130C,,,4130,,375,,30,41,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5322-380,DualSky,ECO 5322C,,,5322,,380,,22,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5322-300,DualSky,ECO 5322C,,,5322,,300,,22,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5322-430,DualSky,ECO 5322C,,,5322,,430,,22,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5330-225,DualSky,ECO 5330C,,,5330,,225,,30,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5330-205,DualSky,ECO 5330C,,,5330,,205,,30,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-5330-280,DualSky,ECO 5330C,,,5330,,280,,30,53,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-1500.5-500,DualSky,GA1500.5,,,1500.5,,500,,.5,15,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-1500-550,DualSky,GA1500R,,,1500,,550,,00,15,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2000.4-400,DualSky,GA2000.4,,,2000.4,,400,,.4,20,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2000-480,DualSky,GA2000R,,,2000,,480,,00,20,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3000.5-380,DualSky,GA3000.5,,,3000.5,,380,,.5,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3000.7-270,DualSky,GA3000.7,,,3000.7,,270,,.7,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3500-200,DualSky,GA3500R,,,3500,,200,,00,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4000.6-210,DualSky,GA4000.6,,,4000.6,,210,,.6,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4000.7-180,DualSky,GA4000.7,,,4000.7,,180,,.7,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-6000.8-180,DualSky,GA6000.8,,,6000.8,,180,,.8,60,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-6000.8-180,DualSky,GA6000.8S,,,6000.8,,180,,.8,60,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-6000.9-160,DualSky,GA6000.9,,,6000.9,,160,,.9,60,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-6000.9-160,DualSky,GA6000.9S,,,6000.9,,160,,.9,60,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-800-850,DualSky,GA800,,,800,,850,,00,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-800-550,DualSky,GA800,,,800,,550,,00,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-8000.8-160,DualSky,GA8000.8,,,8000.8,,160,,.8,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-8000.8-160,DualSky,GA8000.8S,,,8000.8,,160,,.8,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-8000.9-140,DualSky,GA8000.9,,,8000.9,,140,,.9,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-8000.9-140,DualSky,GA8000.9S,,,8000.9,,140,,.9,80,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-0802-,DualSky,R4,,,0802,,,,02,08,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-0802-,DualSky,R4,,,0802,,,,02,08,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-0802-,DualSky,R4,,,0802,,,,02,08,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-10036-,DualSky,XC10036HV,,,10036,,,,36,10,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-1812-,DualSky,XM1812MA-42,,,1812,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-1812-,DualSky,XM1812RTR-42,,,1812,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2212-,DualSky,XM2212MA-25,,,2212,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2212-,DualSky,XM2212RTR-25,,,2212,,,,12,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2215-,DualSky,XM2215MA-17,,,2215,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2215-,DualSky,XM2215RTR-17,,,2215,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2223-2850,DualSky,XM2223EA-10,,,2223,,2850,,23,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2223-2200,DualSky,XM2223EA-13,,,2223,,2200,,23,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2223-1700,DualSky,XM2223EA-17,,,2223,,1700,,23,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2227-1720,DualSky,XM2227EA-10,,,2227,,1720,,27,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2227-1440,DualSky,XM2227EA-12,,,2227,,1440,,27,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2227-1150,DualSky,XM2227EA-15,,,2227,,1150,,27,22,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2812-1780,DualSky,XM2812CA-27,,,2812,,1780,,12,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2812-1470,DualSky,XM2812CA-33,,,2812,,1470,,12,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2812-,DualSky,XM2812RTR-27,,,2812,,,,12,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2812-,DualSky,XM2812RTR-33,,,2812,,,,12,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2822-,DualSky,XM2822CA-20,,,2822,,,,22,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2822-,DualSky,XM2822CA-24,,,2822,,,,22,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826CA-10,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826CA-12,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826CA-15,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826CA-18,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-1630,DualSky,XM2826EA-10,,,2826,,1630,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-2200,DualSky,XM2826EA-10-10P,,,2826,,2200,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-1370,DualSky,XM2826EA-12,,,2826,,1370,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-1170,DualSky,XM2826EA-14,,,2826,,1170,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-1025,DualSky,XM2826EA-16,,,2826,,1025,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-2770,DualSky,XM2826EA-8-10P,,,2826,,2770,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826GB,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2826-,DualSky,XM2826GB-SS,,,2826,,,,26,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-,DualSky,XM2830CA-10,,,2830,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-,DualSky,XM2830CA-12,,,2830,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-,DualSky,XM2830CA-14,,,2830,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-,DualSky,XM2830CA-8,,,2830,,,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-1095,DualSky,XM2830EA-10,,,2830,,1095,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-980,DualSky,XM2830EA-11,,,2830,,980,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-2430,DualSky,XM2830EA-6-10P,,,2830,,2430,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-1540,DualSky,XM2830EA-7,,,2830,,1540,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-2000,DualSky,XM2830EA-7-10P,,,2830,,2000,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-1350,DualSky,XM2830EA-8,,,2830,,1350,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2830-1210,DualSky,XM2830EA-9,,,2830,,1210,,30,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-,DualSky,XM2834CA-10,,,2834,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-,DualSky,XM2834CA-6,,,2834,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-,DualSky,XM2834CA-7,,,2834,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-,DualSky,XM2834CA-9,,,2834,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-1360,DualSky,XM2834EA-6,,,2834,,1360,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-1160,DualSky,XM2834EA-7,,,2834,,1160,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-1010,DualSky,XM2834EA-8,,,2834,,1010,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-915,DualSky,XM2834EA-9,,,2834,,915,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-830,DualSky,XM2834MR-10.5,,,2834,,830,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2834-960,DualSky,XM2834MR-9,,,2834,,960,,34,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1300,DualSky,XM2838EA-5,,,2838,,1300,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1090,DualSky,XM2838EA-6,,,2838,,1090,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-935,DualSky,XM2838EA-7,,,2838,,935,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-810,DualSky,XM2838EA-8,,,2838,,810,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1100,DualSky,XM2838EG-11,,,2838,,1100,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1100,DualSky,XM2838EG-11L,,,2838,,1100,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-860,DualSky,XM2838EG-14L,,,2838,,860,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1800,DualSky,XM2838EG-7,,,2838,,1800,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1350,DualSky,XM2838EG-9,,,2838,,1350,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-2838-1350,DualSky,XM2838EG-9L,,,2838,,1350,,38,28,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3036-1370,DualSky,XM3036EG-11,,,3036,,1370,,36,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3036-1900,DualSky,XM3036EG-8,,,3036,,1900,,36,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3040-860,DualSky,XM3040EG-14,,,3040,,860,,40,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3040-1850,DualSky,XM3040EG-7,,,3040,,1850,,40,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3040-1350,DualSky,XM3040EG-9,,,3040,,1350,,40,30,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-,DualSky,XM3530CA-10,,,3530,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-,DualSky,XM3530CA-12,,,3530,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-,DualSky,XM3530CA-14,,,3530,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-,DualSky,XM3530CA-16,,,3530,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-1220,DualSky,XM3530EA-10,,,3530,,1220,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-1020,DualSky,XM3530EA-12,,,3530,,1020,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-930,DualSky,XM3530EA-13,,,3530,,930,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-1355,DualSky,XM3530EA-9,,,3530,,1355,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3530-,DualSky,XM3530GB,,,3530,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-,DualSky,XM3530GB-SS,,,3536,,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-,DualSky,XM3536CA-6,,,3536,,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-,DualSky,XM3536CA-7,,,3536,,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-,DualSky,XM3536CA-8,,,3536,,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-,DualSky,XM3536CA-9,,,3536,,,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-1380,DualSky,XM3536EA-5,,,3536,,1380,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-1160,DualSky,XM3536EA-6,,,3536,,1160,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3536-990,DualSky,XM3536EA-7,,,3536,,990,,36,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-875,DualSky,XM3536EA-8,,,3542,,875,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-,DualSky,XM3542CA-5,,,3542,,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-,DualSky,XM3542CA-6,,,3542,,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-,DualSky,XM3542CA-7,,,3542,,,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-1180,DualSky,XM3542EA-4,,,3542,,1180,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-950,DualSky,XM3542EA-5,,,3542,,950,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-790,DualSky,XM3542EA-6,,,3542,,790,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-460,DualSky,XM3542MR-11.5,,,3542,,460,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3542-700,DualSky,XM3542MR-7.5,,,3542,,700,,42,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-,DualSky,XM3548CA-4,,,3548,,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-,DualSky,XM3548CA-5,,,3548,,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-,DualSky,XM3548CA-6,,,3548,,,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-1040,DualSky,XM3548EA-3.5,,,3548,,1040,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-915,DualSky,XM3548EA-4,,,3548,,915,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3548-740,DualSky,XM3548EA-5,,,3548,,740,,48,35,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3844-810,DualSky,XM3844EG-12,,,3844,,810,,44,38,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3844-970,DualSky,XM3844EG-12,,,3844,,970,,44,38,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3850-740,DualSky,XM3850EG-10,,,3850,,740,,50,38,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-3850-920,DualSky,XM3850EG-8,,,3850,,920,,50,38,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4006-800,DualSky,XM4006HD-10,,,4006,,800,,06,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4006-1000,DualSky,XM4006HD-8,,,4006,,1000,,06,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-,DualSky,XM4010GB,,,4010,,,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-,DualSky,XM4010GB-SS,,,4010,,,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-,DualSky,XM4010GBD,,,4010,,,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-470,DualSky,XM4010HD-10,,,4010,,470,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-720,DualSky,XM4010HD-6.5,,,4010,,720,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-930,DualSky,XM4010MR-5,,,4010,,930,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-710,DualSky,XM4010MR-6.5,,,4010,,710,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4010-620,DualSky,XM4010MR-7.5,,,4010,,620,,10,40,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-,DualSky,XM4250CA-10,,,4250,,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-,DualSky,XM4250CA-5,,,4250,,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-,DualSky,XM4250CA-6,,,4250,,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-,DualSky,XM4250CA-7,,,4250,,,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-450,DualSky,XM4250EA-10,,,4250,,450,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-1100,DualSky,XM4250EA-4,,,4250,,1100,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-880,DualSky,XM4250EA-5,,,4250,,880,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-745,DualSky,XM4250EA-6,,,4250,,745,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-640,DualSky,XM4250EA-7,,,4250,,640,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-560,DualSky,XM4250EA-8,,,4250,,560,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
,,Dual-4250-500,DualSky,XM4250EA-9,,,4250,,500,,50,42,,,,,,,,,,,,,,,,,,,,,,,,
